month,AR,Customer,Truck,Driver,Hours,start_time,end_time,gps_start,gps_end,Overlap,start_time_difference,end_time_difference,deviation_from_hours,Owner/Operator,Action Taken
2,1615,C-41,T-18,D-4,13,2/20/2023 4:30,2/20/2023 17:30,2/20/2023 4:49,2/20/2023 17:07,0,19,-23,-42,Barrett,0
2,1616,C-41,T-7,D-52,13.5,2/20/2023 5:30,2/20/2023 19:00,2/20/2023 5:44,2/20/2023 18:36,0,14,-24,-38,Mason,0
2,1617,C-41,T-10,D-29,4.5,2/20/2023 5:00,2/20/2023 9:30,2/20/2023 5:27,2/20/2023 9:39,0,27,9,-18,Wright,0
2,1618,C-23,T-10,D-29,3,2/20/2023 9:30,2/20/2023 12:30,2/20/2023 9:39,2/20/2023 12:28,0,9,-2,-11,Wright,0
2,1619,C-41,T-10,D-29,6.5,2/20/2023 12:30,2/20/2023 19:00,2/20/2023 12:28,2/20/2023 18:17,0,-2,-43,-41,Wright,0
2,1620,C-41,T-46,D-51,5,2/20/2023 5:30,2/20/2023 10:30,2/20/2023 6:07,2/20/2023 10:15,0,37,-15,-52,Waters,0
2,1621,C-23,T-46,D-51,4,2/20/2023 10:30,2/20/2023 14:30,2/20/2023 10:15,2/20/2023 14:21,0,-15,-9,6,Waters,0
2,1622,C-41,T-46,D-51,7,2/20/2023 14:30,2/20/2023 21:30,2/20/2023 14:21,2/20/2023 21:05,0,-9,-25,-16,Waters,0
2,1623,C-41,T-16,D-35,8,2/20/2023 5:30,2/20/2023 13:30,2/20/2023 5:39,2/20/2023 13:20,0,9,-10,-19,Barrett,0
2,1624,C-40,T-26,D-18,14,2/20/2023 5:00,2/20/2023 19:00,2/20/2023 4:46,2/20/2023 18:26,0,-14,-34,-20,Barrett,0
2,1625,C-40,T-15,D-56,9,2/20/2023 6:00,2/20/2023 15:00,2/20/2023 6:04,2/20/2023 15:05,0,4,5,1,Barrett,0
2,1626,C-41,T-31,D-38,10,2/20/2023 6:30,2/20/2023 16:30,2/20/2023 6:34,2/20/2023 16:52,0,4,22,18,Barrett,0
2,1627,C-41,T-14,D-68,12,2/20/2023 18:00,2/21/2023 6:00,2/20/2023 18:08,2/21/2023 5:50,0,8,-10,-18,Barrett,0
2,1628,C-23,T-41,D-10,10,2/20/2023 13:00,2/20/2023 23:00,2/20/2023 13:04,2/20/2023 22:13,0,4,-47,-51,Barrett,0
2,1629,C-41,T-17,D-17,9,2/20/2023 11:00,2/20/2023 20:00,2/20/2023 10:57,2/20/2023 19:26,0,-3,-34,-31,Barrett,0
2,1630,C-41,T-39,D-44,13,2/20/2023 6:00,2/20/2023 19:00,2/20/2023 6:05,2/20/2023 18:37,1,5,-23,-28,Barrett,0
2,1631,C-41,T-45,D-45,14,2/20/2023 4:30,2/20/2023 18:30,2/20/2023 17:15,2/20/2023 18:53,0,765,23,-742,Barrett,0
2,1632,C-41,T-30,D-57,12,2/20/2023 17:00,2/21/2023 5:00,2/20/2023 17:07,2/21/2023 4:46,0,7,-14,-21,Barrett,0
2,1633,C-41,T-3,D-66,8,2/20/2023 5:00,2/20/2023 13:00,2/20/2023 6:32,2/20/2023 13:06,0,92,6,-86,Barrett,0
2,1634,C-23,T-3,D-66,4.5,2/20/2023 13:00,2/20/2023 17:30,2/20/2023 13:06,2/20/2023 17:41,0,6,11,5,Barrett,0
2,1635,C-41,T-3,D-66,4.5,2/20/2023 17:30,2/20/2023 22:00,2/20/2023 17:41,2/20/2023 20:38,0,11,-82,-93,Barrett,0
2,1636,C-41,T-41,D-10,8,2/20/2023 5:00,2/20/2023 13:00,2/20/2023 5:35,2/20/2023 13:04,0,35,4,-31,Barrett,0
2,1637,C-41,T-33,D-69,12,2/20/2023 6:00,2/20/2023 18:00,2/20/2023 9:01,2/20/2023 17:49,0,181,-11,-192,Barrett,0
2,1638,C-1,T-39,D-65,13.5,2/21/2023 5:30,2/21/2023 19:00,2/21/2023 5:10,2/21/2023 17:20,0,-20,-100,-80,Barrett,0
2,1639,C-23,T-25,D-41,12,2/21/2023 18:00,2/22/2023 6:00,2/21/2023 18:38,2/22/2023 5:09,0,38,-51,-89,Gilmour,0
2,1640,C-43,T-40,D-63,4,2/21/2023 5:00,2/21/2023 9:00,2/21/2023 5:08,2/21/2023 9:21,0,8,21,13,Barrett,0
2,1641,C-41,T-40,D-63,8,2/21/2023 9:00,2/21/2023 17:00,2/21/2023 9:21,2/21/2023 16:36,0,21,-24,-45,Barrett,0
2,1642,C-41,T-14,D-31,12,2/21/2023 6:00,2/21/2023 18:00,2/21/2023 5:50,2/21/2023 18:13,0,-10,13,23,Barrett,0
2,1643,C-41,T-20,D-70,13.5,2/21/2023 5:30,2/21/2023 19:00,2/21/2023 5:58,2/21/2023 18:31,0,28,-29,-57,Mason,0
2,1644,C-41,T-4,D-1,2.5,2/21/2023 6:00,2/21/2023 8:30,2/21/2023 6:43,2/21/2023 8:20,0,43,-10,-53,Gilmour,0
2,1645,C-41,T-4,D-1,11,2/21/2023 8:30,2/21/2023 19:30,2/21/2023 8:20,2/21/2023 18:20,0,-10,-70,-60,Gilmour,0
2,1646,C-23,T-44,D-61,4.5,2/21/2023 5:00,2/21/2023 9:30,2/21/2023 5:04,2/21/2023 9:43,0,4,13,9,Barrett,0
2,1647,C-41,T-18,D-4,7.5,2/21/2023 5:30,2/21/2023 13:00,2/21/2023 5:51,2/21/2023 13:21,0,21,21,0,Barrett,0
2,1648,C-41,T-18,D-4,6,2/21/2023 13:00,2/21/2023 19:00,2/21/2023 13:21,2/21/2023 18:33,0,21,-27,-48,Barrett,0
2,1649,C-41,T-7,D-52,14,2/21/2023 5:30,2/21/2023 19:30,2/21/2023 6:00,2/21/2023 19:05,0,30,-25,-55,Mason,0
2,1650,C-41,T-10,D-29,14,2/21/2023 5:00,2/21/2023 19:00,2/21/2023 5:27,2/21/2023 18:19,0,27,-41,-68,Wright,0
2,1651,C-41,T-44,D-61,9.5,2/21/2023 9:30,2/21/2023 19:00,2/21/2023 9:43,2/21/2023 17:20,0,13,-100,-113,Barrett,0
2,1652,C-41,T-46,D-51,14,2/21/2023 5:30,2/21/2023 19:30,2/21/2023 6:21,2/21/2023 19:01,0,51,-29,-80,Waters,0
2,1653,C-41,T-34,D-40,7,2/21/2023 6:00,2/21/2023 13:00,2/21/2023 6:25,2/21/2023 13:11,0,25,11,-14,Barrett,0
2,1654,C-23,T-34,D-40,5.5,2/21/2023 13:00,2/21/2023 18:30,2/21/2023 13:11,2/21/2023 17:47,0,11,-43,-54,Barrett,0
2,1655,C-41,T-36,D-13,8.5,2/21/2023 8:00,2/21/2023 16:30,2/21/2023 7:59,2/21/2023 16:30,0,-1,0,1,Barrett,0
2,1656,C-41,T-36,D-13,6,2/21/2023 16:30,2/21/2023 22:30,2/21/2023 16:30,2/21/2023 21:13,0,0,-77,-77,Barrett,0
2,1657,C-40,T-26,D-18,13.5,2/21/2023 5:00,2/21/2023 18:30,2/21/2023 4:53,2/21/2023 18:20,0,-7,-10,-3,Barrett,0
2,1658,C-56,T-15,D-56,7.5,2/21/2023 10:30,2/21/2023 18:00,2/21/2023 10:14,2/21/2023 17:34,0,-16,-26,-10,Barrett,0
2,1659,C-23,T-16,D-48,9,2/21/2023 6:00,2/21/2023 15:00,2/21/2023 6:24,2/21/2023 14:25,0,24,-35,-59,Barrett,0
2,1660,C-41,T-9,D-9,6,2/21/2023 13:30,2/21/2023 19:30,2/21/2023 13:33,2/21/2023 18:32,0,3,-58,-61,Barrett,0
2,1661,C-41,T-9,D-9,8,2/21/2023 5:30,2/21/2023 13:30,2/21/2023 5:47,2/21/2023 13:33,0,17,3,-14,Barrett,0
2,1662,C-41,T-41,D-10,14,2/21/2023 9:00,2/21/2023 23:00,2/21/2023 14:09,2/21/2023 22:15,0,309,-45,-354,Barrett,0
2,1663,C-23,T-17,D-16,4.5,2/21/2023 6:00,2/21/2023 10:30,2/21/2023 6:06,2/21/2023 10:35,0,6,5,-1,Barrett,0
2,1664,C-41,T-17,D-16,9,2/21/2023 10:30,2/21/2023 19:30,2/21/2023 10:35,2/21/2023 19:21,0,5,-9,-14,Barrett,0
2,1665,C-41,T-30,D-44,12,2/21/2023 6:00,2/21/2023 18:00,2/21/2023 6:15,2/21/2023 18:21,1,15,21,6,Barrett,0
2,1666,C-23,T-13,D-46,5.5,2/21/2023 4:00,2/21/2023 9:30,2/21/2023 3:40,2/21/2023 9:15,0,-20,-15,5,Barrett,0
2,1667,C-41,T-13,D-46,14,2/21/2023 16:00,2/22/2023 6:00,2/21/2023 16:14,2/22/2023 5:56,0,14,-4,-18,Barrett,0
2,1668,C-23,T-3,D-66,5.5,2/21/2023 5:00,2/21/2023 10:30,2/21/2023 6:14,2/21/2023 10:29,0,74,-1,-75,Barrett,0
2,1669,C-61,T-3,D-66,7,2/21/2023 10:30,2/21/2023 17:30,2/21/2023 10:29,2/21/2023 17:09,0,-1,-21,-20,Barrett,0
2,1670,C-41,T-3,D-66,4.5,2/21/2023 17:30,2/21/2023 22:00,2/21/2023 17:09,2/21/2023 20:12,0,-21,-108,-87,Barrett,0
2,1671,C-41,T-45,D-45,2.5,2/21/2023 16:00,2/21/2023 18:30,2/21/2023 16:32,2/21/2023 18:43,0,32,13,-19,Barrett,0
2,1672,C-23,T-45,D-45,9.5,2/21/2023 18:30,2/22/2023 4:00,2/21/2023 18:43,2/22/2023 2:46,0,13,-74,-87,Barrett,0
2,1673,C-41,T-33,D-69,14.5,2/21/2023 5:00,2/21/2023 19:30,2/21/2023 4:58,2/21/2023 19:02,0,-2,-28,-26,Barrett,0
2,1674,C-41,T-30,D-57,12,2/21/2023 17:00,2/22/2023 5:00,2/21/2023 16:32,2/22/2023 5:18,1,-28,18,46,Barrett,0
2,1675,C-23,T-14,D-68,11.5,2/21/2023 18:00,2/22/2023 5:30,2/21/2023 18:13,2/21/2023 21:05,0,13,-505,-518,Barrett,0
2,1676,C-23,T-38,D-36,6,2/22/2023 11:00,2/22/2023 17:00,2/22/2023 10:33,2/22/2023 17:36,0,-27,36,63,Mason,0
2,1677,C-41,T-38,D-36,6.5,2/22/2023 17:00,2/22/2023 23:30,2/22/2023 17:36,2/22/2023 23:11,0,36,-19,-55,Mason,0
2,1678,C-23,T-25,D-41,7.5,2/22/2023 18:00,2/23/2023 1:30,2/22/2023 18:33,2/23/2023 1:59,0,33,29,-4,Gilmour,0
2,1679,C-41,T-20,D-70,13.5,2/22/2023 5:30,2/22/2023 19:00,2/22/2023 5:53,2/22/2023 18:30,0,23,-30,-53,Mason,0
2,1680,C-41,T-4,D-1,13,2/22/2023 6:00,2/22/2023 19:00,2/22/2023 6:22,2/22/2023 17:52,0,22,-68,-90,Gilmour,0
2,1681,C-1,T-39,D-65,13.5,2/22/2023 5:30,2/22/2023 19:00,2/22/2023 5:31,2/22/2023 18:51,0,1,-9,-10,Barrett,0
2,1682,C-43,T-33,D-69,7,2/22/2023 11:00,2/22/2023 18:00,2/22/2023 11:04,2/22/2023 16:41,0,4,-79,-83,Barrett,0
2,1683,C-41,T-18,D-4,12,2/22/2023 6:00,2/22/2023 18:00,2/22/2023 5:55,2/22/2023 17:09,0,-5,-51,-46,Barrett,0
2,1684,C-41,T-7,D-52,13.5,2/22/2023 5:30,2/22/2023 19:00,2/22/2023 5:55,2/22/2023 18:28,0,25,-32,-57,Mason,0
2,1685,C-41,T-10,D-29,14,2/22/2023 5:00,2/22/2023 19:00,2/22/2023 5:23,2/22/2023 18:21,0,23,-39,-62,Wright,0
2,1686,C-41,T-44,D-61,14,2/22/2023 5:00,2/22/2023 19:00,2/22/2023 5:41,2/22/2023 18:12,0,41,-48,-89,Barrett,0
2,1687,C-41,T-46,D-51,14,2/22/2023 5:30,2/22/2023 19:30,2/22/2023 6:14,2/22/2023 17:56,0,44,-94,-138,Waters,0
2,1688,C-41,T-16,D-35,6,2/22/2023 6:00,2/22/2023 12:00,2/22/2023 6:28,2/22/2023 11:38,0,28,-22,-50,Barrett,0
2,1689,C-41,T-34,D-40,11.5,2/22/2023 6:30,2/22/2023 18:00,2/22/2023 6:57,2/22/2023 17:16,0,27,-44,-71,Barrett,0
2,1690,C-23,T-14,D-31,14,2/22/2023 5:30,2/22/2023 19:30,2/22/2023 17:14,2/22/2023 20:10,1,704,40,-664,Barrett,0
2,1691,C-40,T-26,D-18,12,2/22/2023 5:00,2/22/2023 17:00,2/22/2023 4:50,2/22/2023 16:57,0,-10,-3,7,Barrett,0
2,1692,C-23,T-15,D-56,8.5,2/22/2023 15:30,2/23/2023 0:00,2/22/2023 15:31,2/22/2023 23:54,0,1,-6,-7,Barrett,0
2,1693,C-41,T-35,D-11,13,2/22/2023 6:00,2/22/2023 19:00,2/22/2023 6:37,2/22/2023 17:51,0,37,-69,-106,Gilmour,0
2,1694,C-41,T-31,D-15,11.5,2/22/2023 22:30,2/23/2023 10:00,2/22/2023 22:11,2/23/2023 10:20,0,-19,20,39,Barrett,0
2,1695,C-41,T-9,D-9,11,2/22/2023 7:00,2/22/2023 18:00,2/22/2023 6:54,2/22/2023 17:49,0,-6,-11,-5,Barrett,0
2,1696,C-41,T-41,D-10,14,2/22/2023 5:00,2/22/2023 19:00,2/22/2023 5:36,2/22/2023 18:11,0,36,-49,-85,Barrett,0
2,1697,C-41,T-40,D-63,13,2/22/2023 5:00,2/22/2023 18:00,2/22/2023 5:05,2/22/2023 17:49,0,5,-11,-16,Barrett,0
2,1698,C-41,T-13,D-16,11.5,2/22/2023 6:30,2/22/2023 18:00,2/22/2023 6:44,2/22/2023 18:04,0,14,4,-10,Barrett,0
2,1699,C-41,T-30,D-44,12,2/22/2023 5:00,2/22/2023 17:00,2/22/2023 5:18,2/22/2023 17:08,0,18,8,-10,Barrett,0
2,1700,C-41,T-13,D-46,12,2/22/2023 18:00,2/23/2023 6:00,2/22/2023 18:04,2/23/2023 5:51,0,4,-9,-13,Barrett,0
2,1701,C-41,T-3,D-66,14,2/22/2023 5:00,2/22/2023 19:00,2/22/2023 6:26,2/22/2023 17:37,0,86,-83,-169,Barrett,0
2,1702,C-41,T-45,D-45,14,2/22/2023 16:30,2/23/2023 6:30,2/22/2023 17:06,2/23/2023 5:33,0,36,-57,-93,Barrett,0
2,1703,C-43,T-33,D-69,5,2/22/2023 6:00,2/22/2023 11:00,2/22/2023 6:05,2/22/2023 11:04,0,5,4,-1,Barrett,0
2,1704,C-41,T-30,D-57,12,2/22/2023 17:00,2/23/2023 5:00,2/22/2023 16:34,2/23/2023 5:20,0,-26,20,46,Barrett,0
2,1705,C-41,T-14,D-68,13.5,2/22/2023 17:00,2/23/2023 6:30,2/22/2023 17:14,2/23/2023 6:29,1,14,-1,-15,Barrett,0
2,1706,C-41,T-38,D-36,3.5,2/23/2023 5:30,2/23/2023 9:00,2/23/2023 5:53,2/23/2023 9:08,0,23,8,-15,Mason,0
2,1707,C-41,T-38,D-36,10.5,2/23/2023 9:00,2/23/2023 19:30,2/23/2023 9:08,2/23/2023 19:04,0,8,-26,-34,Mason,0
2,1708,C-41,T-39,D-65,12,2/23/2023 5:30,2/23/2023 17:30,2/23/2023 5:34,2/23/2023 17:00,0,4,-30,-34,Barrett,0
2,1709,C-41,T-25,D-41,6.5,2/23/2023 1:30,2/23/2023 8:00,2/23/2023 1:59,2/23/2023 7:25,1,29,-35,-64,Gilmour,0
2,1710,C-41,T-25,D-41,14,2/23/2023 18:00,2/24/2023 8:00,2/23/2023 18:21,2/24/2023 7:13,1,21,-47,-68,Gilmour,0
2,1711,C-41,T-20,D-70,13.5,2/23/2023 5:30,2/23/2023 19:00,2/23/2023 5:54,2/23/2023 18:38,0,24,-22,-46,Mason,0
2,1712,C-41,T-4,D-1,13,2/23/2023 5:30,2/23/2023 18:30,2/23/2023 6:08,2/23/2023 17:14,0,38,-76,-114,Gilmour,0
2,1713,C-41,T-44,D-61,4,2/23/2023 5:00,2/23/2023 9:00,2/23/2023 5:25,2/23/2023 8:47,0,25,-13,-38,Barrett,0
2,1714,C-41,T-44,D-61,10,2/23/2023 9:00,2/23/2023 19:00,2/23/2023 8:47,2/23/2023 17:47,0,-13,-73,-60,Barrett,0
2,1715,C-41,T-18,D-4,11,2/23/2023 5:00,2/23/2023 16:00,2/23/2023 5:18,2/23/2023 15:22,0,18,-38,-56,Barrett,0
2,1716,C-41,T-7,D-52,14,2/23/2023 5:30,2/23/2023 19:30,2/23/2023 5:56,2/23/2023 18:49,0,26,-41,-67,Mason,0
2,1717,C-23,T-10,D-29,9,2/23/2023 13:00,2/23/2023 22:00,2/23/2023 13:18,2/23/2023 21:17,0,18,-43,-61,Wright,0
2,1718,C-41,T-10,D-29,8,2/23/2023 5:00,2/23/2023 13:00,2/23/2023 5:25,2/23/2023 13:18,0,25,18,-7,Wright,0
2,1719,C-41,T-46,D-51,14,2/23/2023 6:00,2/23/2023 20:00,2/23/2023 6:35,2/23/2023 19:08,0,35,-52,-87,Waters,0
2,1720,C-41,T-34,D-40,11.5,2/23/2023 6:00,2/23/2023 17:30,2/23/2023 5:41,2/23/2023 17:00,0,-19,-30,-11,Barrett,0
2,1721,C-41,T-14,D-31,11,2/23/2023 6:30,2/23/2023 17:30,2/23/2023 6:29,2/23/2023 17:46,0,-1,16,17,Barrett,0
2,1722,C-40,T-26,D-18,13.5,2/23/2023 5:00,2/23/2023 18:30,2/23/2023 5:13,2/23/2023 18:08,0,13,-22,-35,Barrett,0
2,1723,C-23,T-16,D-48,12,2/23/2023 6:00,2/23/2023 18:00,2/23/2023 6:43,2/23/2023 17:43,0,43,-17,-60,Barrett,0
2,1724,C-41,T-30,D-57,7.5,2/23/2023 22:30,2/24/2023 6:00,2/23/2023 22:45,2/24/2023 6:19,0,15,19,4,Barrett,0
2,1725,C-41,T-47,D-11,14,2/23/2023 5:30,2/23/2023 19:30,2/23/2023 5:36,2/23/2023 18:32,0,6,-58,-64,Gilmour,0
2,1726,C-23,T-9,D-9,6,2/23/2023 12:00,2/23/2023 18:00,2/23/2023 12:11,2/23/2023 16:58,0,11,-62,-73,Barrett,0
2,1727,C-41,T-9,D-9,6,2/23/2023 6:00,2/23/2023 12:00,2/23/2023 5:39,2/23/2023 12:11,0,-21,11,32,Barrett,0
2,1728,C-41,T-17,D-16,2.5,2/23/2023 6:30,2/23/2023 9:00,2/23/2023 6:43,2/23/2023 8:57,0,13,-3,-16,Barrett,0
2,1729,C-41,T-41,D-10,4,2/23/2023 5:00,2/23/2023 9:00,2/23/2023 5:22,2/23/2023 9:19,0,22,19,-3,Barrett,0
2,1730,C-41,T-41,D-10,10,2/23/2023 9:00,2/23/2023 19:00,2/23/2023 9:19,2/23/2023 17:45,0,19,-75,-94,Barrett,0
2,1731,C-41,T-13,D-46,6,2/23/2023 16:30,2/23/2023 22:30,2/23/2023 16:03,2/23/2023 22:13,0,-27,-17,10,Barrett,0
2,1732,C-41,T-13,D-46,7.5,2/23/2023 22:30,2/24/2023 6:00,2/23/2023 22:13,2/24/2023 5:54,0,-17,-6,11,Barrett,0
2,1733,C-41,T-3,D-66,4,2/23/2023 5:00,2/23/2023 9:00,2/23/2023 6:48,2/23/2023 9:05,0,108,5,-103,Barrett,0
2,1734,C-41,T-3,D-66,2.5,2/23/2023 9:00,2/23/2023 11:30,2/23/2023 9:05,2/23/2023 12:08,0,5,38,33,Barrett,0
2,1735,C-23,T-3,D-66,2,2/23/2023 11:30,2/23/2023 13:30,2/23/2023 12:08,2/23/2023 13:55,0,38,25,-13,Barrett,0
2,1736,C-41,T-3,D-66,6.5,2/23/2023 13:30,2/23/2023 20:00,2/23/2023 13:55,2/23/2023 18:10,0,25,-110,-135,Barrett,0
2,1737,C-41,T-30,D-44,12,2/23/2023 5:00,2/23/2023 17:00,2/23/2023 4:24,2/23/2023 17:19,0,-36,19,55,Barrett,0
2,1738,C-41,T-17,D-16,3.5,2/23/2023 9:00,2/23/2023 12:30,2/23/2023 8:57,2/23/2023 12:27,0,-3,-3,0,Barrett,0
2,1739,C-41,T-17,D-16,6,2/23/2023 12:30,2/23/2023 18:30,2/23/2023 12:27,2/23/2023 18:21,0,-3,-9,-6,Barrett,0
2,1740,C-41,T-40,D-63,5,2/23/2023 5:00,2/23/2023 10:00,2/23/2023 5:13,2/23/2023 10:24,0,13,24,11,Barrett,0
2,1741,C-41,T-40,D-63,7,2/23/2023 10:00,2/23/2023 17:00,2/23/2023 10:24,2/23/2023 17:58,0,24,58,34,Barrett,0
2,1742,C-41,T-31,D-15,9.5,2/23/2023 20:30,2/24/2023 6:00,2/23/2023 20:09,2/24/2023 6:14,0,-21,14,35,Barrett,0
2,1743,C-41,T-14,D-68,12.5,2/23/2023 18:00,2/24/2023 6:30,2/23/2023 18:00,2/24/2023 6:37,1,0,7,7,Barrett,0
2,1744,C-41,T-30,D-57,5.5,2/23/2023 17:00,2/23/2023 22:30,2/23/2023 17:19,2/23/2023 22:45,0,19,15,-4,Barrett,0
2,1745,C-41,T-29,D-69,12,2/23/2023 5:00,2/23/2023 17:00,2/23/2023 4:55,2/23/2023 16:59,0,-5,-1,4,Barrett,0
2,1746,C-41,T-45,D-45,14,2/23/2023 16:30,2/24/2023 6:30,2/23/2023 16:02,2/24/2023 5:11,0,-28,-79,-51,Barrett,0
2,1747,C-41,T-38,D-36,14,2/24/2023 5:30,2/24/2023 19:30,2/24/2023 5:55,2/24/2023 19:02,0,25,-28,-53,Mason,0
2,1748,C-41,T-39,D-65,8.5,2/24/2023 5:30,2/24/2023 14:00,2/24/2023 5:41,2/24/2023 14:11,0,11,11,0,Barrett,0
2,1749,C-41,T-25,D-41,14,2/24/2023 18:00,2/25/2023 8:00,2/24/2023 18:47,2/25/2023 7:20,0,47,-40,-87,Gilmour,0
2,1750,C-41,T-4,D-1,13,2/24/2023 6:00,2/24/2023 19:00,2/24/2023 6:33,2/24/2023 18:03,0,33,-57,-90,Gilmour,0
2,1751,C-23,T-39,D-65,4,2/24/2023 14:00,2/24/2023 18:00,2/24/2023 14:11,2/24/2023 17:25,0,11,-35,-46,Barrett,0
2,1752,C-23,T-14,D-31,4.5,2/24/2023 12:30,2/24/2023 17:00,2/24/2023 12:25,2/24/2023 16:27,0,-5,-33,-28,Barrett,0
2,1753,C-41,T-18,D-4,4,2/24/2023 5:00,2/24/2023 9:00,2/24/2023 5:32,2/24/2023 9:03,0,32,3,-29,Barrett,0
2,1754,C-23,T-18,D-4,7.5,2/24/2023 9:00,2/24/2023 16:30,2/24/2023 9:03,2/24/2023 16:04,0,3,-26,-29,Barrett,0
2,1755,C-41,T-7,D-52,13,2/24/2023 5:30,2/24/2023 18:30,2/24/2023 5:58,2/24/2023 18:02,0,28,-28,-56,Mason,0
2,1756,C-41,T-10,D-29,4,2/24/2023 5:00,2/24/2023 9:00,2/24/2023 5:29,2/24/2023 8:43,0,29,-17,-46,Wright,0
2,1757,C-61,T-10,D-29,3,2/24/2023 9:00,2/24/2023 12:00,2/24/2023 8:43,2/24/2023 11:54,0,-17,-6,11,Wright,0
2,1758,C-41,T-10,D-29,9,2/24/2023 12:00,2/24/2023 21:00,2/24/2023 11:54,2/24/2023 20:21,0,-6,-39,-33,Wright,0
2,1759,C-40,T-26,D-18,13,2/24/2023 5:00,2/24/2023 18:00,2/24/2023 4:42,2/24/2023 17:54,0,-18,-6,12,Barrett,0
2,1760,C-41,T-46,D-51,14,2/24/2023 5:30,2/24/2023 19:30,2/24/2023 6:44,2/24/2023 19:30,0,74,0,-74,Waters,0
2,1761,C-33,T-16,D-35,13.5,2/24/2023 4:30,2/24/2023 18:00,2/24/2023 4:46,2/24/2023 18:23,0,16,23,7,Barrett,0
2,1762,C-41,T-34,D-40,11.5,2/24/2023 6:00,2/24/2023 17:30,2/24/2023 6:01,2/24/2023 17:17,0,1,-13,-14,Barrett,0
2,1763,C-43,T-36,D-13,12,2/24/2023 4:30,2/24/2023 16:30,2/24/2023 4:32,2/24/2023 16:00,0,2,-30,-32,Barrett,0
2,1764,C-41,T-15,D-56,4.5,2/24/2023 6:30,2/24/2023 11:00,2/24/2023 6:18,2/24/2023 10:50,0,-12,-10,2,Barrett,0
2,1765,C-23,T-15,D-56,9,2/24/2023 11:00,2/24/2023 20:00,2/24/2023 10:50,2/24/2023 19:39,0,-10,-21,-11,Barrett,0
2,1766,C-52,T-24,D-48,8,2/24/2023 8:00,2/24/2023 16:00,2/24/2023 7:40,2/24/2023 14:51,0,-20,-69,-49,Barrett,0
2,1767,C-41,T-30,D-57,7.5,2/24/2023 21:30,2/25/2023 5:00,2/24/2023 21:05,2/25/2023 4:41,0,-25,-19,6,Barrett,0
2,1768,C-41,T-47,D-11,14,2/24/2023 5:30,2/24/2023 19:30,2/24/2023 5:52,2/24/2023 18:31,0,22,-59,-81,Gilmour,0
2,1769,C-41,T-31,D-15,12,2/24/2023 18:00,2/25/2023 6:00,2/24/2023 17:41,2/25/2023 6:08,0,-19,8,27,Barrett,0
2,1770,C-41,T-9,D-9,10,2/24/2023 7:00,2/24/2023 17:00,2/24/2023 6:40,2/24/2023 16:48,0,-20,-12,8,Barrett,0
2,1771,C-41,T-14,D-31,6.5,2/24/2023 6:00,2/24/2023 12:30,2/24/2023 6:37,2/24/2023 12:25,1,37,-5,-42,Barrett,0
2,1772,C-41,T-41,D-10,14,2/24/2023 5:00,2/24/2023 19:00,2/24/2023 5:20,2/24/2023 17:40,0,20,-80,-100,Barrett,0
2,1773,C-23,T-29,D-46,4.5,2/24/2023 17:00,2/24/2023 21:30,2/24/2023 17:04,2/24/2023 21:04,0,4,-26,-30,Barrett,0
2,1774,C-41,T-29,D-46,7.5,2/24/2023 21:30,2/25/2023 5:00,2/24/2023 21:04,2/25/2023 4:47,0,-26,-13,13,Barrett,0
2,1775,C-41,T-3,D-66,14,2/24/2023 5:00,2/24/2023 19:00,2/24/2023 6:43,2/24/2023 13:57,0,103,-303,-406,Barrett,0
2,1776,C-41,T-44,D-61,14,2/24/2023 5:00,2/24/2023 19:00,2/24/2023 5:16,2/24/2023 17:34,0,16,-86,-102,Barrett,0
2,1777,C-41,T-45,D-45,14,2/24/2023 16:30,2/25/2023 6:30,2/24/2023 16:51,2/25/2023 5:57,0,21,-33,-54,Barrett,0
2,1778,C-41,T-14,D-68,7.5,2/24/2023 21:30,2/25/2023 5:00,2/24/2023 21:33,2/25/2023 5:08,0,3,8,5,Barrett,0
2,1779,C-41,T-17,D-16,6.5,2/24/2023 6:00,2/24/2023 12:30,2/24/2023 6:13,2/24/2023 12:52,0,13,22,9,Barrett,0
2,1780,C-23,T-17,D-16,5,2/24/2023 12:30,2/24/2023 17:30,2/24/2023 12:52,2/24/2023 17:14,0,22,-16,-38,Barrett,0
2,1781,C-41,T-30,D-44,11,2/24/2023 6:00,2/24/2023 17:00,2/24/2023 6:19,2/24/2023 17:03,0,19,3,-16,Barrett,0
2,1782,C-55,T-31,D-63,8,2/24/2023 8:00,2/24/2023 16:00,2/24/2023 7:41,2/24/2023 15:52,0,-19,-8,11,Barrett,0
2,1783,C-41,T-33,D-69,12,2/24/2023 5:00,2/24/2023 17:00,2/24/2023 5:03,2/24/2023 16:20,0,3,-40,-43,Barrett,0
2,1784,C-23,T-30,D-57,4.5,2/24/2023 17:00,2/24/2023 21:30,2/24/2023 17:03,2/24/2023 21:05,0,3,-25,-28,Barrett,0
2,1785,C-23,T-14,D-68,4,2/24/2023 17:30,2/24/2023 21:30,2/24/2023 17:46,2/24/2023 21:33,0,16,3,-13,Barrett,0
2,1786,C-41,T-38,D-36,14,2/25/2023 5:30,2/25/2023 19:30,2/25/2023 5:47,2/25/2023 19:00,0,17,-30,-47,Mason,0
2,1787,C-41,T-39,D-65,12,2/25/2023 5:30,2/25/2023 17:30,2/25/2023 5:24,2/25/2023 16:39,0,-6,-51,-45,Barrett,0
